"date_test" "Background" "Allele" "Sex" "Fly" "receptor" "Sugar_before_salt" "PERA_group" "used_wt_2x" "salt_conc" "salt_type" "subject" "time" "PER" "tastant"
"wt_sam_f_6.21_y_1_100_prob.5" 6.21 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.21_y_1_100_prob" 5 0 "Sugar"
"wt_sam_f_6.21_y_1_100_prob.6" 6.21 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.21_y_1_100_prob" 6 0 "Salt"
"wt_sam_f_6.21_y_1_100_prob.7" 6.21 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.21_y_1_100_prob" 7 0 "H2O"
"sde3_ore_m_6.21_y_1_100_prob.1" 6.21 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.21_y_1_100_prob" 1 0 "H2O"
"sde3_ore_m_6.21_y_1_100_prob.2" 6.21 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.21_y_1_100_prob" 2 0 "Sugar"
"sde3_ore_m_6.21_y_1_100_prob.3" 6.21 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.21_y_1_100_prob" 3 0 "Salt"
"sde3_ore_m_6.21_y_1_100_prob.4" 6.21 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.21_y_1_100_prob" 4 0 "H2O"
"sde3_ore_m_6.21_y_1_100_prob.5" 6.21 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.21_y_1_100_prob" 5 0 "Sugar"
"sde3_ore_m_6.21_y_1_100_prob.6" 6.21 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.21_y_1_100_prob" 6 0 "Salt"
"sde3_ore_m_6.21_y_1_100_prob.7" 6.21 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.21_y_1_100_prob" 7 0 "H2O"
"wt_ore_m_6.21_y_1_100_prob.1" 6.21 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.21_y_1_100_prob" 1 0 "H2O"
"wt_ore_m_6.21_y_1_100_prob.2" 6.21 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.21_y_1_100_prob" 2 1 "Sugar"
"wt_ore_m_6.21_y_1_100_prob.3" 6.21 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.21_y_1_100_prob" 3 0 "Salt"
"wt_ore_m_6.21_y_1_100_prob.4" 6.21 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.21_y_1_100_prob" 4 0 "H2O"
"wt_ore_m_6.21_y_1_100_prob.5" 6.21 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.21_y_1_100_prob" 5 0 "Sugar"
"wt_ore_m_6.21_y_1_100_prob.6" 6.21 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.21_y_1_100_prob" 6 0 "Salt"
"wt_ore_m_6.21_y_1_100_prob.7" 6.21 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.21_y_1_100_prob" 7 0 "H2O"
"sde3_sam_m_6.21_y_1_100_prob.1" 6.21 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.21_y_1_100_prob" 1 0 "H2O"
"sde3_sam_m_6.21_y_1_100_prob.2" 6.21 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.21_y_1_100_prob" 2 1 "Sugar"
"sde3_sam_m_6.21_y_1_100_prob.3" 6.21 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.21_y_1_100_prob" 3 1 "Salt"
"sde3_sam_m_6.21_y_1_100_prob.4" 6.21 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.21_y_1_100_prob" 4 0 "H2O"
"sde3_sam_m_6.21_y_1_100_prob.5" 6.21 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.21_y_1_100_prob" 5 1 "Sugar"
"sde3_sam_m_6.21_y_1_100_prob.6" 6.21 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.21_y_1_100_prob" 6 1 "Salt"
"sde3_sam_m_6.21_y_1_100_prob.7" 6.21 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.21_y_1_100_prob" 7 0 "H2O"
"wt_sam_m_6.21_y_1_100_prob.1" 6.21 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.21_y_1_100_prob" 1 0 "H2O"
"wt_sam_m_6.21_y_1_100_prob.2" 6.21 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.21_y_1_100_prob" 2 0 "Sugar"
"wt_sam_m_6.21_y_1_100_prob.3" 6.21 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.21_y_1_100_prob" 3 0 "Salt"
"wt_sam_m_6.21_y_1_100_prob.4" 6.21 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.21_y_1_100_prob" 4 0 "H2O"
"wt_sam_m_6.21_y_1_100_prob.5" 6.21 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.21_y_1_100_prob" 5 0 "Sugar"
"wt_sam_m_6.21_y_1_100_prob.6" 6.21 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.21_y_1_100_prob" 6 0 "Salt"
"wt_sam_m_6.21_y_1_100_prob.7" 6.21 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.21_y_1_100_prob" 7 0 "H2O"
"sde3_ore_f_6.27_y_1_100_prob.1" 6.27 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.27_y_1_100_prob" 1 0 "H2O"
"sde3_ore_f_6.27_y_1_100_prob.2" 6.27 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.27_y_1_100_prob" 2 1 "Sugar"
"sde3_ore_f_6.27_y_1_100_prob.3" 6.27 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.27_y_1_100_prob" 3 1 "Salt"
"sde3_ore_f_6.27_y_1_100_prob.4" 6.27 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.27_y_1_100_prob" 4 1 "H2O"
"sde3_ore_f_6.27_y_1_100_prob.5" 6.27 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.27_y_1_100_prob" 5 1 "Sugar"
"sde3_ore_f_6.27_y_1_100_prob.6" 6.27 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.27_y_1_100_prob" 6 0 "Salt"
"sde3_ore_f_6.27_y_1_100_prob.7" 6.27 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.27_y_1_100_prob" 7 0 "H2O"
"wt_ore_f_6.27_y_1_100_prob.1" 6.27 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.27_y_1_100_prob" 1 1 "H2O"
"wt_ore_f_6.27_y_1_100_prob.2" 6.27 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.27_y_1_100_prob" 2 1 "Sugar"
"wt_ore_f_6.27_y_1_100_prob.3" 6.27 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.27_y_1_100_prob" 3 0 "Salt"
"wt_ore_f_6.27_y_1_100_prob.4" 6.27 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.27_y_1_100_prob" 4 0 "H2O"
"wt_ore_f_6.27_y_1_100_prob.5" 6.27 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.27_y_1_100_prob" 5 0 "Sugar"
"wt_ore_f_6.27_y_1_100_prob.6" 6.27 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.27_y_1_100_prob" 6 0 "Salt"
"wt_ore_f_6.27_y_1_100_prob.7" 6.27 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.27_y_1_100_prob" 7 0 "H2O"
"sde3_sam_f_6.27_y_1_100_prob.1" 6.27 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.27_y_1_100_prob" 1 0 "H2O"
"sde3_sam_f_6.27_y_1_100_prob.2" 6.27 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.27_y_1_100_prob" 2 1 "Sugar"
"sde3_sam_f_6.27_y_1_100_prob.3" 6.27 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.27_y_1_100_prob" 3 0 "Salt"
"sde3_sam_f_6.27_y_1_100_prob.4" 6.27 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.27_y_1_100_prob" 4 0 "H2O"
"sde3_sam_f_6.27_y_1_100_prob.5" 6.27 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.27_y_1_100_prob" 5 0 "Sugar"
"sde3_sam_f_6.27_y_1_100_prob.6" 6.27 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.27_y_1_100_prob" 6 1 "Salt"
"sde3_sam_f_6.27_y_1_100_prob.7" 6.27 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.27_y_1_100_prob" 7 0 "H2O"
"wt_sam_f_6.27_y_1_100_prob.1" 6.27 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.27_y_1_100_prob" 1 0 "H2O"
"wt_sam_f_6.27_y_1_100_prob.2" 6.27 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.27_y_1_100_prob" 2 0 "Sugar"
"wt_sam_f_6.27_y_1_100_prob.3" 6.27 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.27_y_1_100_prob" 3 0 "Salt"
"wt_sam_f_6.27_y_1_100_prob.4" 6.27 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.27_y_1_100_prob" 4 0 "H2O"
"wt_sam_f_6.27_y_1_100_prob.5" 6.27 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.27_y_1_100_prob" 5 0 "Sugar"
"wt_sam_f_6.27_y_1_100_prob.6" 6.27 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.27_y_1_100_prob" 6 0 "Salt"
"wt_sam_f_6.27_y_1_100_prob.7" 6.27 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.27_y_1_100_prob" 7 0 "H2O"
"sde3_ore_m_6.27_y_1_100_prob.1" 6.27 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.27_y_1_100_prob" 1 0 "H2O"
"sde3_ore_m_6.27_y_1_100_prob.2" 6.27 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.27_y_1_100_prob" 2 0 "Sugar"
"sde3_ore_m_6.27_y_1_100_prob.3" 6.27 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.27_y_1_100_prob" 3 0 "Salt"
"sde3_ore_m_6.27_y_1_100_prob.4" 6.27 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.27_y_1_100_prob" 4 0 "H2O"
"sde3_ore_m_6.27_y_1_100_prob.5" 6.27 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.27_y_1_100_prob" 5 1 "Sugar"
"sde3_ore_m_6.27_y_1_100_prob.6" 6.27 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.27_y_1_100_prob" 6 0 "Salt"
"sde3_ore_m_6.27_y_1_100_prob.7" 6.27 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.27_y_1_100_prob" 7 0 "H2O"
"wt_ore_m_6.27_y_1_100_prob.1" 6.27 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.27_y_1_100_prob" 1 0 "H2O"
"wt_ore_m_6.27_y_1_100_prob.2" 6.27 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.27_y_1_100_prob" 2 1 "Sugar"
"wt_ore_m_6.27_y_1_100_prob.3" 6.27 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.27_y_1_100_prob" 3 0 "Salt"
"wt_ore_m_6.27_y_1_100_prob.4" 6.27 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.27_y_1_100_prob" 4 0 "H2O"
"wt_ore_m_6.27_y_1_100_prob.5" 6.27 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.27_y_1_100_prob" 5 1 "Sugar"
"wt_ore_m_6.27_y_1_100_prob.6" 6.27 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.27_y_1_100_prob" 6 0 "Salt"
"wt_ore_m_6.27_y_1_100_prob.7" 6.27 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.27_y_1_100_prob" 7 0 "H2O"
"sde3_sam_m_6.27_y_1_100_prob.1" 6.27 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.27_y_1_100_prob" 1 0 "H2O"
"sde3_sam_m_6.27_y_1_100_prob.2" 6.27 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.27_y_1_100_prob" 2 0 "Sugar"
"sde3_sam_m_6.27_y_1_100_prob.3" 6.27 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.27_y_1_100_prob" 3 0 "Salt"
"sde3_sam_m_6.27_y_1_100_prob.4" 6.27 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.27_y_1_100_prob" 4 0 "H2O"
"sde3_sam_m_6.27_y_1_100_prob.5" 6.27 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.27_y_1_100_prob" 5 1 "Sugar"
"sde3_sam_m_6.27_y_1_100_prob.6" 6.27 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.27_y_1_100_prob" 6 1 "Salt"
"sde3_sam_m_6.27_y_1_100_prob.7" 6.27 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.27_y_1_100_prob" 7 0 "H2O"
"wt_sam_m_6.27_y_1_100_prob.1" 6.27 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.27_y_1_100_prob" 1 0 "H2O"
"wt_sam_m_6.27_y_1_100_prob.2" 6.27 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.27_y_1_100_prob" 2 0 "Sugar"
"wt_sam_m_6.27_y_1_100_prob.3" 6.27 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.27_y_1_100_prob" 3 0 "Salt"
"wt_sam_m_6.27_y_1_100_prob.4" 6.27 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.27_y_1_100_prob" 4 0 "H2O"
"wt_sam_m_6.27_y_1_100_prob.5" 6.27 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.27_y_1_100_prob" 5 0 "Sugar"
"wt_sam_m_6.27_y_1_100_prob.6" 6.27 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.27_y_1_100_prob" 6 0 "Salt"
"wt_sam_m_6.27_y_1_100_prob.7" 6.27 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.27_y_1_100_prob" 7 0 "H2O"
"sde3_ore_f_6.28_y_1_100_prob.1" 6.28 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.28_y_1_100_prob" 1 0 "H2O"
"sde3_ore_f_6.28_y_1_100_prob.2" 6.28 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.28_y_1_100_prob" 2 1 "Sugar"
"sde3_ore_f_6.28_y_1_100_prob.3" 6.28 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.28_y_1_100_prob" 3 0 "Salt"
"sde3_ore_f_6.28_y_1_100_prob.4" 6.28 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.28_y_1_100_prob" 4 1 "H2O"
"sde3_ore_f_6.28_y_1_100_prob.5" 6.28 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.28_y_1_100_prob" 5 1 "Sugar"
"sde3_ore_f_6.28_y_1_100_prob.6" 6.28 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.28_y_1_100_prob" 6 0 "Salt"
"sde3_ore_f_6.28_y_1_100_prob.7" 6.28 "ore" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_f_6.28_y_1_100_prob" 7 0 "H2O"
"wt_ore_f_6.28_y_1_100_prob.1" 6.28 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.28_y_1_100_prob" 1 0 "H2O"
"wt_ore_f_6.28_y_1_100_prob.2" 6.28 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.28_y_1_100_prob" 2 0 "Sugar"
"wt_ore_f_6.28_y_1_100_prob.3" 6.28 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.28_y_1_100_prob" 3 0 "Salt"
"wt_ore_f_6.28_y_1_100_prob.4" 6.28 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.28_y_1_100_prob" 4 0 "H2O"
"wt_ore_f_6.28_y_1_100_prob.5" 6.28 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.28_y_1_100_prob" 5 0 "Sugar"
"wt_ore_f_6.28_y_1_100_prob.6" 6.28 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.28_y_1_100_prob" 6 0 "Salt"
"wt_ore_f_6.28_y_1_100_prob.7" 6.28 "ore" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_f_6.28_y_1_100_prob" 7 0 "H2O"
"sde3_sam_f_6.28_y_1_100_prob.1" 6.28 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.28_y_1_100_prob" 1 1 "H2O"
"sde3_sam_f_6.28_y_1_100_prob.2" 6.28 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.28_y_1_100_prob" 2 1 "Sugar"
"sde3_sam_f_6.28_y_1_100_prob.3" 6.28 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.28_y_1_100_prob" 3 1 "Salt"
"sde3_sam_f_6.28_y_1_100_prob.4" 6.28 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.28_y_1_100_prob" 4 1 "H2O"
"sde3_sam_f_6.28_y_1_100_prob.5" 6.28 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.28_y_1_100_prob" 5 1 "Sugar"
"sde3_sam_f_6.28_y_1_100_prob.6" 6.28 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.28_y_1_100_prob" 6 1 "Salt"
"sde3_sam_f_6.28_y_1_100_prob.7" 6.28 "sam" "sde3" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_f_6.28_y_1_100_prob" 7 1 "H2O"
"wt_sam_f_6.28_y_1_100_prob.1" 6.28 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.28_y_1_100_prob" 1 0 "H2O"
"wt_sam_f_6.28_y_1_100_prob.2" 6.28 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.28_y_1_100_prob" 2 0 "Sugar"
"wt_sam_f_6.28_y_1_100_prob.3" 6.28 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.28_y_1_100_prob" 3 0 "Salt"
"wt_sam_f_6.28_y_1_100_prob.4" 6.28 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.28_y_1_100_prob" 4 0 "H2O"
"wt_sam_f_6.28_y_1_100_prob.5" 6.28 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.28_y_1_100_prob" 5 0 "Sugar"
"wt_sam_f_6.28_y_1_100_prob.6" 6.28 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.28_y_1_100_prob" 6 0 "Salt"
"wt_sam_f_6.28_y_1_100_prob.7" 6.28 "sam" "wt" "f" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_f_6.28_y_1_100_prob" 7 0 "H2O"
"sde3_ore_m_6.28_y_1_100_prob.1" 6.28 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.28_y_1_100_prob" 1 0 "H2O"
"sde3_ore_m_6.28_y_1_100_prob.2" 6.28 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.28_y_1_100_prob" 2 1 "Sugar"
"sde3_ore_m_6.28_y_1_100_prob.3" 6.28 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.28_y_1_100_prob" 3 1 "Salt"
"sde3_ore_m_6.28_y_1_100_prob.4" 6.28 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.28_y_1_100_prob" 4 0 "H2O"
"sde3_ore_m_6.28_y_1_100_prob.5" 6.28 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.28_y_1_100_prob" 5 0 "Sugar"
"sde3_ore_m_6.28_y_1_100_prob.6" 6.28 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.28_y_1_100_prob" 6 0 "Salt"
"sde3_ore_m_6.28_y_1_100_prob.7" 6.28 "ore" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_ore_m_6.28_y_1_100_prob" 7 0 "H2O"
"wt_ore_m_6.28_y_1_100_prob.1" 6.28 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.28_y_1_100_prob" 1 0 "H2O"
"wt_ore_m_6.28_y_1_100_prob.2" 6.28 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.28_y_1_100_prob" 2 0 "Sugar"
"wt_ore_m_6.28_y_1_100_prob.3" 6.28 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.28_y_1_100_prob" 3 0 "Salt"
"wt_ore_m_6.28_y_1_100_prob.4" 6.28 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.28_y_1_100_prob" 4 0 "H2O"
"wt_ore_m_6.28_y_1_100_prob.5" 6.28 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.28_y_1_100_prob" 5 0 "Sugar"
"wt_ore_m_6.28_y_1_100_prob.6" 6.28 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.28_y_1_100_prob" 6 0 "Salt"
"wt_ore_m_6.28_y_1_100_prob.7" 6.28 "ore" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_ore_m_6.28_y_1_100_prob" 7 0 "H2O"
"sde3_sam_m_6.28_y_1_100_prob.1" 6.28 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.28_y_1_100_prob" 1 0 "H2O"
"sde3_sam_m_6.28_y_1_100_prob.2" 6.28 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.28_y_1_100_prob" 2 1 "Sugar"
"sde3_sam_m_6.28_y_1_100_prob.3" 6.28 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.28_y_1_100_prob" 3 1 "Salt"
"sde3_sam_m_6.28_y_1_100_prob.4" 6.28 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.28_y_1_100_prob" 4 0 "H2O"
"sde3_sam_m_6.28_y_1_100_prob.5" 6.28 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.28_y_1_100_prob" 5 1 "Sugar"
"sde3_sam_m_6.28_y_1_100_prob.6" 6.28 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.28_y_1_100_prob" 6 1 "Salt"
"sde3_sam_m_6.28_y_1_100_prob.7" 6.28 "sam" "sde3" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "sde3_sam_m_6.28_y_1_100_prob" 7 0 "H2O"
"wt_sam_m_6.28_y_1_100_prob.1" 6.28 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.28_y_1_100_prob" 1 0 "H2O"
"wt_sam_m_6.28_y_1_100_prob.2" 6.28 "sam" "wt" "m" 1 "prob" "y" "sde3" "n" 100 "KCl" "wt_sam_m_6.28_y_1_100_prob" 2 0 "Sugar"
